13176177350427742208.000000,-3.105019,-5.802466,-0.000778,0.864801,0.015530,-0.011350,0.501746,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177351463763968.000000,-2.731131,-5.131217,-0.007437,0.863767,0.015491,-0.010384,0.503547,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177352501135360.000000,-2.355056,-4.442739,-0.014579,0.862763,0.015937,-0.009715,0.505264,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177353537300480.000000,-1.970661,-3.740384,-0.016164,0.861502,0.015725,-0.009269,0.507427,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177354574688256.000000,-1.582166,-3.028508,-0.011399,0.860350,0.016493,-0.009668,0.509345,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177355610830848.000000,-1.190417,-2.305330,-0.013801,0.859176,0.016227,-0.008712,0.511349,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177356648361984.000000,-0.797661,-1.539944,-0.010669,0.857968,0.015231,-0.007720,0.513420,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177357684580352.000000,-0.403713,-0.777191,-0.006452,0.856874,0.014736,-0.008296,0.515249,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177358721849344.000000,0.000000,0.000000,0.000000,0.855695,0.014534,-0.009716,0.517184,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177359759480832.000000,0.404063,0.780215,0.006947,0.863346,0.010895,-0.007938,0.504433,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177360795353088.000000,0.788486,1.479682,0.008749,0.862651,0.010592,-0.007403,0.505635,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177361832804352.000000,1.173692,2.186021,0.011040,0.862079,0.010941,-0.007497,0.506601,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177362870175744.000000,1.564740,2.919948,0.017696,0.861631,0.012103,-0.007834,0.507331,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177363906342912.000000,1.956646,3.657607,0.028269,0.861152,0.011767,-0.008158,0.508146,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177364942505984.000000,2.354819,4.397911,0.028338,0.860771,0.012404,-0.008335,0.508774,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177365979981824.000000,2.751143,5.147411,0.029562,0.860318,0.011784,-0.006551,0.509579,3.899017,7.314002,0.008583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177367016075264.000000,3.149553,5.907801,0.027673,0.859983,0.012120,-0.005137,0.510153,3.936779,7.426097,0.005417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177368053405696.000000,3.554116,6.683555,0.037116,0.859555,0.010627,-0.003295,0.510922,3.936779,7.426097,0.005417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177369089613824.000000,3.962535,7.477544,0.050778,0.859302,0.010040,-0.003189,0.511360,3.936779,7.426097,0.005417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13176177370127038464.000000,4.375616,8.266487,0.024975,0.859375,0.003873,-0.007316,0.511278,4.074482,7.983596,0.421545,0.000076,-0.000441,-0.000079,-0.010212,-0.000852,-0.009280
13176177371163197440.000000,4.802035,9.065973,0.030933,0.858971,0.003233,-0.007874,0.511953,4.074482,7.983596,0.421545,0.000076,-0.000441,-0.000079,-0.010212,-0.000852,-0.009280
13176177372200558592.000000,5.222623,9.904041,0.046414,0.858788,0.002875,-0.007786,0.512264,4.074482,7.983596,0.421545,0.000076,-0.000441,-0.000079,-0.010212,-0.000852,-0.009280
13176177373236776960.000000,5.647735,10.714923,0.051103,0.858365,0.002975,-0.007409,0.512978,4.074482,7.983596,0.421545,0.000076,-0.000441,-0.000079,-0.010212,-0.000852,-0.009280
13176177374272884736.000000,6.069594,11.553346,0.048433,0.858150,0.003560,-0.007284,0.513334,4.074482,7.983596,0.421545,0.000076,-0.000441,-0.000079,-0.010212,-0.000852,-0.009280
13176177375310264320.000000,6.492034,12.338143,0.027752,0.857958,0.003352,-0.007922,0.513649,4.074482,7.983596,0.421545,0.000076,-0.000441,-0.000079,-0.010212,-0.000852,-0.009280
13176177376348704768.000000,6.939308,13.156407,-0.011701,0.857705,0.003516,-0.009536,0.514042,4.051444,7.913170,0.201628,0.000084,-0.000593,0.000054,-0.003778,0.003993,-0.006322
13176177377384052736.000000,7.372666,13.989551,-0.012054,0.857887,0.002287,-0.011007,0.513716,4.051444,7.913170,0.201628,0.000084,-0.000593,0.000054,-0.003778,0.003993,-0.006322
13176177378421223424.000000,7.810179,14.827772,-0.016217,0.858261,0.002098,-0.012556,0.513055,4.051444,7.913170,0.201628,0.000084,-0.000593,0.000054,-0.003778,0.003993,-0.006322
13176177379458066432.000000,8.248881,15.673486,-0.024993,0.858659,0.001914,-0.012903,0.512381,4.051444,7.913170,0.201628,0.000084,-0.000593,0.000054,-0.003778,0.003993,-0.006322
13176177380494796800.000000,8.711503,16.500356,0.049199,0.861333,0.010326,-0.006147,0.507898,4.326263,8.199318,0.522045,0.000038,-0.000290,0.000254,-0.007046,0.008670,-0.014801
13176177381530957824.000000,9.173344,17.353247,0.053825,0.861540,0.011017,-0.003749,0.507556,4.326263,8.199318,0.522045,0.000038,-0.000290,0.000254,-0.007046,0.008670,-0.014801
13176177382567073792.000000,9.635231,18.208705,0.061327,0.861831,0.012021,-0.002648,0.507046,4.326263,8.199318,0.522045,0.000038,-0.000290,0.000254,-0.007046,0.008670,-0.014801
13176177383603234816.000000,10.105323,19.074651,0.076008,0.861983,0.012906,-0.003776,0.506759,4.326263,8.199318,0.522045,0.000038,-0.000290,0.000254,-0.007046,0.008670,-0.014801
13176177384639635456.000000,10.567238,19.929262,0.088502,0.861927,0.012561,-0.006446,0.506836,4.326263,8.199318,0.522045,0.000038,-0.000290,0.000254,-0.007046,0.008670,-0.014801
13176177385675833344.000000,11.037349,20.786626,0.105724,0.861691,0.013313,-0.008900,0.507181,4.326263,8.199318,0.522045,0.000038,-0.000290,0.000254,-0.007046,0.008670,-0.014801
13176177386712944640.000000,11.452051,21.640517,0.118117,0.861852,0.014956,-0.008991,0.506860,4.194033,8.251610,0.181048,0.000023,-0.000364,-0.000134,-0.002684,0.007910,-0.008960
13176177387749095424.000000,11.934711,22.524906,0.122839,0.861448,0.016830,-0.007845,0.507507,4.194033,8.251610,0.181048,0.000023,-0.000364,-0.000134,-0.002684,0.007910,-0.008960
13176177388785266688.000000,12.411195,23.412552,0.127025,0.861080,0.017725,-0.006103,0.508124,4.194033,8.251610,0.181048,0.000023,-0.000364,-0.000134,-0.002684,0.007910,-0.008960
13176177389821450240.000000,12.887383,24.309498,0.135846,0.860573,0.017328,-0.005416,0.509003,4.194033,8.251610,0.181048,0.000023,-0.000364,-0.000134,-0.002684,0.007910,-0.008960
13176177390859259904.000000,13.358967,25.230518,0.073323,0.858520,0.011526,-0.005439,0.512621,4.513702,8.850659,0.161073,0.000144,-0.000638,-0.000212,-0.014084,0.012946,-0.008324
13176177391894988800.000000,13.828836,26.130241,0.081971,0.858209,0.009757,-0.005973,0.513173,4.513702,8.850659,0.161073,0.000144,-0.000638,-0.000212,-0.014084,0.012946,-0.008324
13176177392932405248.000000,14.295077,27.030536,0.091019,0.857875,0.009574,-0.006613,0.513726,4.513702,8.850659,0.161073,0.000144,-0.000638,-0.000212,-0.014084,0.012946,-0.008324
13176177393969782784.000000,14.761472,27.935100,0.096856,0.857629,0.008423,-0.007387,0.514147,4.513702,8.850659,0.161073,0.000144,-0.000638,-0.000212,-0.014084,0.012946,-0.008324
13176177395005974528.000000,15.225234,28.832300,0.104315,0.857656,0.007943,-0.008913,0.514085,4.513702,8.850659,0.161073,0.000144,-0.000638,-0.000212,-0.014084,0.012946,-0.008324
13176177396043317248.000000,15.679556,29.721580,0.100060,0.857535,0.005179,-0.008543,0.514329,4.513702,8.850659,0.161073,0.000144,-0.000638,-0.000212,-0.014084,0.012946,-0.008324
13176177397079500800.000000,16.161541,30.628665,0.178127,0.857424,0.004115,-0.008473,0.514525,4.210596,8.410096,0.612080,0.000126,-0.000464,-0.000010,-0.007176,0.016719,-0.015287
13176177398115706880.000000,16.636961,31.539423,0.172647,0.857415,0.004643,-0.007809,0.514545,4.210596,8.410096,0.612080,0.000126,-0.000464,-0.000010,-0.007176,0.016719,-0.015287
13176177399151839232.000000,17.101318,32.441338,0.168986,0.857425,0.004471,-0.006448,0.514549,4.210596,8.410096,0.612080,0.000126,-0.000464,-0.000010,-0.007176,0.016719,-0.015287
13176177400189476864.000000,17.568601,33.348733,0.173022,0.857173,0.004733,-0.006651,0.514964,4.210596,8.410096,0.612080,0.000126,-0.000464,-0.000010,-0.007176,0.016719,-0.015287
13176177401225414656.000000,18.027529,34.251829,0.173153,0.857125,0.009111,-0.012426,0.514879,4.412824,8.736678,0.267241,0.000129,-0.000758,-0.000226,-0.018256,0.020680,-0.007759
13176177402261551104.000000,18.487345,35.143835,0.175968,0.856900,0.008704,-0.012818,0.515250,4.412824,8.736678,0.267241,0.000129,-0.000758,-0.000226,-0.018256,0.020680,-0.007759
13176177403298998272.000000,18.940773,36.033569,0.174691,0.856861,0.008522,-0.010648,0.515366,4.412824,8.736678,0.267241,0.000129,-0.000758,-0.000226,-0.018256,0.020680,-0.007759
13176177404335120384.000000,19.386715,36.902043,0.166893,0.856661,0.009333,-0.008645,0.515723,4.412824,8.736678,0.267241,0.000129,-0.000758,-0.000226,-0.018256,0.020680,-0.007759
13176177405372712960.000000,19.835073,37.785366,0.164438,0.856537,0.009098,-0.007704,0.515947,4.412824,8.736678,0.267241,0.000129,-0.000758,-0.000226,-0.018256,0.020680,-0.007759
13176177406408673280.000000,20.296263,38.683713,0.175242,0.856474,0.008684,-0.009540,0.516029,4.412824,8.736678,0.267241,0.000129,-0.000758,-0.000226,-0.018256,0.020680,-0.007759
13176177407446091776.000000,20.758723,39.538005,0.163511,0.856255,0.009250,-0.011272,0.516348,4.245782,8.405662,0.454868,0.000144,-0.000957,-0.000098,-0.016493,0.023979,-0.010090
13176177408482234368.000000,21.201442,40.401969,0.169851,0.856184,0.009843,-0.012053,0.516437,4.245782,8.405662,0.454868,0.000144,-0.000957,-0.000098,-0.016493,0.023979,-0.010090
13176177409519593472.000000,21.640965,41.256767,0.174241,0.856122,0.011473,-0.012377,0.516498,4.245782,8.405662,0.454868,0.000144,-0.000957,-0.000098,-0.016493,0.023979,-0.010090
13176177410555793408.000000,22.079940,42.109095,0.177103,0.855984,0.012975,-0.012575,0.516686,4.245782,8.405662,0.454868,0.000144,-0.000957,-0.000098,-0.016493,0.023979,-0.010090
13176177411593164800.000000,22.508992,42.971402,0.203412,0.858214,0.009299,-0.013628,0.513027,4.066732,8.262387,0.452092,0.000109,-0.000577,-0.000257,-0.015722,0.024502,-0.009889
13176177412629329920.000000,22.959457,43.821100,0.210095,0.857868,0.009711,-0.016377,0.513517,4.066732,8.262387,0.452092,0.000109,-0.000577,-0.000257,-0.015722,0.024502,-0.009889
13176177413666971648.000000,23.407849,44.667988,0.211989,0.857666,0.008948,-0.018861,0.513784,4.066732,8.262387,0.452092,0.000109,-0.000577,-0.000257,-0.015722,0.024502,-0.009889
